feature_idx,specificity_score,n_associations,strongest_qvalue,strongest_association,attr_type
1217,0.25,5,0.0002954299707494429,cell_type,categorical
1218,0.5,3,0.0011543670852376682,cell_type,categorical
1219,0.25,5,5.9723976488997494e-05,cell_type,categorical
1221,1.0,1,8.004430942195688e-05,cell_type,categorical
1222,1.0,1,0.0016175133155486188,cell_type,categorical
1223,0.3333333333333333,4,0.0001360905882195517,Inflammation_Response,continuous
1224,0.14285714285714285,8,1.6612462521052253e-05,n_genes,continuous
1225,1.0,2,1.5777869868117557e-10,cell_type,categorical
1226,0.3333333333333333,4,0.0002260032560209261,pct_ribo,continuous
1227,0.5,3,1.5569325932778894e-05,cell_type,categorical
1228,1.0,2,2.31660981568989e-06,cell_type,categorical
1229,1.0,2,1.67003777833423e-09,cell_type,categorical
1231,0.5,3,3.424017757695157e-08,cell_type,categorical
1232,0.3333333333333333,4,5.624174570255737e-09,pct_ribo,continuous
1233,0.16666666666666666,6,7.347001365169565e-05,Oxidative_Phosphorylation,continuous
1235,0.3333333333333333,4,2.3262993221676577e-10,cell_type,categorical
1236,0.5,3,2.393410645063675e-06,cell_type,categorical
1237,0.5,3,7.977758749565909e-08,cell_type,categorical
1238,1.0,2,4.455229668012142e-07,cell_type,categorical
1239,0.5,3,3.51495147111095e-06,cell_type,categorical
1240,1.0,2,1.2588237580232508e-06,cell_type,categorical
1241,0.25,5,5.380193679330654e-11,cell_type,categorical
1242,0.3333333333333333,4,6.494535321832545e-09,cell_type,categorical
1243,1.0,2,3.289356651891888e-12,cell_type,categorical
1244,0.2,6,5.229724681702827e-07,cell_type,categorical
1245,1.0,2,0.004505393108900369,cell_type,categorical
1246,0.25,5,2.683464674476387e-06,cell_type,categorical
1249,0.3333333333333333,4,8.422297083288393e-05,Inflammation_Response,continuous
1250,1.0,2,1.530087579374844e-05,cell_type,categorical
1252,1.0,2,0.0018998923172130057,cell_type,categorical
1254,1.0,1,0.00012590063980276028,cell_type,categorical
1255,1.0,2,5.7915095571883135e-08,cell_type,categorical
1257,1.0,1,9.170694582000927e-09,cell_type,categorical
1258,1.0,2,1.9293305318994633e-10,cell_type,categorical
1259,0.25,6,6.483508089736306e-06,pct_mito,continuous
1260,1.0,2,3.9015861814247295e-08,cell_type,categorical
1261,0.5,3,1.898016126616603e-05,cell_type,categorical
1262,1.0,2,3.5873314672688806e-07,cell_type,categorical
1264,0.16666666666666666,7,5.614790856515513e-05,cell_type,categorical
1265,1.0,2,3.452312424333275e-06,Inflammation_Response,continuous
1266,1.0,2,9.604478720648108e-05,pct_ribo,continuous
1267,0.5,3,0.00026420844615726336,cell_type,categorical
1268,1.0,2,4.2972451878410787e-07,cell_type,categorical
1269,0.3333333333333333,4,4.511064606305397e-05,cell_type,categorical
1270,0.5,3,9.76001120773356e-08,cell_type,categorical
1271,1.0,1,0.010366617729195702,cell_type,categorical
1272,1.0,2,2.4450736443680763e-06,cell_type,categorical
1274,1.0,2,0.0010767949079051125,cell_type,categorical
1275,1.0,2,8.3429147733311e-09,cell_type,categorical
1276,1.0,2,4.6707827261414347e-11,cell_type,categorical
1277,0.5,3,0.00015717967443844711,cell_type,categorical
1278,1.0,2,2.1076363227581553e-05,cell_type,categorical
1279,1.0,2,1.2691683813791774e-09,cell_type,categorical
1280,1.0,2,0.010214350393135308,cell_type,categorical
1281,1.0,2,2.3658396246542977e-07,cell_type,categorical
1282,1.0,2,4.057932281005608e-05,pct_ribo,continuous
1283,0.25,5,0.005995116989919202,cell_type,categorical
1284,1.0,2,1.851651321745462e-05,cell_type,categorical
1285,0.3333333333333333,4,1.2660733640923798e-11,cell_type,categorical
1287,0.3333333333333333,4,0.00034543124734896785,cell_type,categorical
1288,0.14285714285714285,8,9.093950388737738e-07,Apoptosis,continuous
1289,1.0,1,0.0026359717034259646,cell_type,categorical
1290,1.0,2,0.0005307001498312725,cell_type,categorical
1291,1.0,1,0.0002749921913850283,cell_type,categorical
1292,1.0,1,0.0029651083142676208,cell_type,categorical
1293,1.0,2,8.63821816841694e-05,pct_ribo,continuous
1294,1.0,2,8.95804109496111e-05,cell_type,categorical
1295,0.25,5,4.5805112710803424e-05,cell_type,categorical
1296,0.14285714285714285,8,0.0017164575479937285,Inflammation_Response,continuous
1297,1.0,2,2.0828450197217045e-05,pct_ribo,continuous
1298,1.0,1,0.00040796934052697684,cell_type,categorical
1299,1.0,2,0.0021745476032651203,pct_ribo,continuous
1300,1.0,1,0.00030844483272749504,cell_type,categorical
1301,1.0,2,9.627132558469775e-07,cell_type,categorical
1302,0.3333333333333333,5,0.0025975051495175402,cell_type,categorical
1303,0.3333333333333333,4,1.2366332737954736e-09,cell_type,categorical
1304,1.0,2,4.2438078173257923e-07,cell_type,categorical
1305,1.0,1,0.04886519328451097,cell_type,categorical
1306,0.5,3,0.0007358469935275734,cell_type,categorical
1307,1.0,2,1.5098241715228737e-05,cell_type,categorical
1308,1.0,1,0.002850210595039974,cell_type,categorical
1309,1.0,2,1.4146878128465615e-07,cell_type,categorical
1311,1.0,2,1.4672449797251582e-08,cell_type,categorical
1312,1.0,2,8.616825747310248e-10,cell_type,categorical
1313,0.5,3,1.4482680344289369e-05,pct_ribo,continuous
1314,0.2,6,1.0401737160959e-07,cell_type,categorical
1315,0.3333333333333333,4,0.0004155932359074613,cell_type,categorical
1316,0.5,2,3.62165420531696e-05,Inflammation_Response,continuous
1317,1.0,2,2.2699671688203712e-05,cell_type,categorical
1318,0.3333333333333333,4,2.267155701262836e-07,pct_mito,continuous
1319,0.25,5,7.125608678052065e-05,cell_type,categorical
1320,0.3333333333333333,4,1.8707799727577486e-12,Inflammation_Response,continuous
1321,1.0,2,8.723586568956204e-06,cell_type,categorical
1322,1.0,1,0.0003524323798665113,pct_ribo,continuous
1323,1.0,1,0.0017731588015568271,cell_type,categorical
1324,1.0,2,4.637432933204793e-10,cell_type,categorical
1325,1.0,2,2.279207149993867e-06,pct_ribo,continuous
1326,1.0,2,0.0046445150250606455,Inflammation_Response,continuous
1327,1.0,2,1.1294774832124447e-06,cell_type,categorical
1328,1.0,2,3.790411308498028e-07,cell_type,categorical
1329,1.0,2,4.5083672470244787e-07,cell_type,categorical
1330,0.3333333333333333,4,6.201693561886374e-05,cell_type,categorical
1331,0.16666666666666666,7,2.8167178273562552e-08,cell_type,categorical
1332,0.5,2,4.2598397870952396e-07,cell_type,categorical
1334,1.0,1,0.0023286805824106437,cell_type,categorical
1335,0.3333333333333333,4,1.5203532329007343e-05,cell_type,categorical
1336,1.0,1,7.227972620673265e-09,cell_type,categorical
1337,0.3333333333333333,4,5.4728871248118625e-06,cell_type,categorical
1338,1.0,2,1.3932201111922757e-06,pct_ribo,continuous
1339,0.5,3,0.00021446786888847832,cell_type,categorical
1340,1.0,2,6.28378704493939e-07,cell_type,categorical
1341,0.3333333333333333,4,1.0416356994322796e-11,Inflammation_Response,continuous
1343,0.2,6,0.00012641900752023016,cell_type,categorical
1344,0.25,5,3.375300655109854e-07,cell_type,categorical
1345,0.125,9,3.9617105664436893e-07,Hypoxia,continuous
1346,1.0,1,0.035626351288852144,cell_type,categorical
1347,1.0,2,3.0050583148900684e-07,cell_type,categorical
1348,0.25,5,1.898820320342694e-12,Inflammation_Response,continuous
1349,0.2,6,2.214886987336526e-07,Inflammation_Response,continuous
1350,0.5,3,2.8366652076191453e-09,cell_type,categorical
1351,1.0,1,1.4275126292791693e-05,cell_type,categorical
1352,1.0,2,2.140774644117409e-05,cell_type,categorical
1353,1.0,1,0.0003718338949754702,cell_type,categorical
1354,1.0,2,1.3374016828423e-05,pct_ribo,continuous
1355,1.0,1,1.5419932462136973e-05,cell_type,categorical
1356,0.14285714285714285,8,3.6917700716396923e-16,Oxidative_Phosphorylation,continuous
1357,0.5,3,4.49768081779279e-05,cell_type,categorical
1358,1.0,2,1.1247302812885918e-06,cell_type,categorical
1360,1.0,2,2.6002613705781273e-06,cell_type,categorical
1361,1.0,2,4.80718431108561e-06,pct_ribo,continuous
1362,1.0,2,2.457559576250922e-05,cell_type,categorical
1363,1.0,2,0.00029205535720548605,Inflammation_Response,continuous
1364,0.14285714285714285,8,9.264759270013872e-09,pct_mito,continuous
1367,1.0,2,3.7947112335682514e-06,cell_type,categorical
1368,1.0,2,0.0003909589772940206,pct_ribo,continuous
1369,0.25,5,1.0152332000447157e-06,cell_type,categorical
1370,0.5,3,9.36668083999311e-08,cell_type,categorical
1371,0.5,3,5.852957612182626e-07,cell_type,categorical
1372,0.2,6,6.591548846772219e-07,cell_type,categorical
1373,1.0,2,0.00020210808532417174,cell_type,categorical
1374,1.0,2,0.004891028145536026,cell_type,categorical
1375,0.5,3,1.5141658868954318e-09,cell_type,categorical
1376,1.0,2,6.889157206810582e-10,cell_type,categorical
1377,1.0,2,7.381675797369046e-06,cell_type,categorical
1378,1.0,1,1.4358588653533437e-06,cell_type,categorical
1379,0.5,3,4.932965444971056e-05,cell_type,categorical
1380,1.0,2,3.18004353778405e-08,cell_type,categorical
1381,0.3333333333333333,4,0.00017545126511430372,cell_type,categorical
1382,1.0,2,1.4885394876391448e-09,cell_type,categorical
1385,1.0,2,4.85598418732149e-11,cell_type,categorical
1386,0.5,3,1.2884382416183214e-05,cell_type,categorical
1387,0.5,3,6.248526257289748e-09,cell_type,categorical
1388,1.0,1,0.0003606334273695824,cell_type,categorical
1389,1.0,1,0.03253794252488515,cell_type,categorical
1390,0.16666666666666666,7,3.591333217838869e-06,cell_type,categorical
1391,1.0,2,1.2110814420399822e-05,cell_type,categorical
1392,1.0,2,6.132032923850127e-10,cell_type,categorical
1393,0.5,3,1.662373085708013e-10,cell_type,categorical
1394,0.3333333333333333,4,1.2184726739878873e-07,cell_type,categorical
1395,1.0,2,2.936432637890964e-06,cell_type,categorical
1396,0.5,3,1.810831666598932e-09,cell_type,categorical
1397,0.5,3,7.466045935554182e-11,cell_type,categorical
1398,0.5,3,2.1422429055203142e-09,cell_type,categorical
1399,1.0,1,0.00010782011395713081,cell_type,categorical
1400,0.3333333333333333,4,8.2942840866468e-11,cell_type,categorical
1401,0.5,3,1.6969538238105298e-09,cell_type,categorical
1402,1.0,2,1.1406233736958476e-09,cell_type,categorical
1403,0.5,2,0.004322823673499081,pct_ribo,continuous
1404,0.25,5,0.00016383679901254324,cell_type,categorical
1405,1.0,2,2.8715530461833597e-06,cell_type,categorical
1406,1.0,2,0.0009721797899145774,cell_type,categorical
1408,1.0,1,2.106186223940174e-06,cell_type,categorical
1409,0.3333333333333333,4,1.7203012916249794e-05,Inflammation_Response,continuous
1410,1.0,1,3.398068573927033e-06,cell_type,categorical
1412,1.0,2,0.010006557243166942,cell_type,categorical
1413,0.5,3,4.10033695852266e-07,cell_type,categorical
1414,1.0,2,2.353939106046982e-09,cell_type,categorical
1415,1.0,1,0.0015594679375558165,cell_type,categorical
1416,1.0,2,1.066278243891024e-06,cell_type,categorical
1417,1.0,1,4.5543010335699064e-10,cell_type,categorical
1418,0.5,3,9.391981402260405e-05,cell_type,categorical
1419,0.14285714285714285,8,8.501644626260445e-15,Oxidative_Phosphorylation,continuous
1420,0.125,9,6.26936024587688e-13,Oxidative_Phosphorylation,continuous
1421,0.5,3,8.904502804082373e-05,cell_type,categorical
1422,0.25,5,0.0007448738240936785,pct_ribo,continuous
1423,1.0,2,0.011707813777852889,cell_type,categorical
1424,1.0,2,1.2648695928260911e-05,cell_type,categorical
1425,0.5,3,9.586892927912702e-05,cell_type,categorical
1426,1.0,2,6.497429635804686e-07,cell_type,categorical
1427,0.5,3,2.9118744833583584e-06,cell_type,categorical
1428,1.0,1,0.001872361790288654,cell_type,categorical
1429,0.16666666666666666,7,2.8345305910838867e-05,cell_type,categorical
1430,0.14285714285714285,8,2.4878268913652997e-10,Oxidative_Phosphorylation,continuous
1431,0.09090909090909091,12,1.9108036424508212e-30,n_genes,continuous
1433,1.0,2,1.0951665018685719e-07,cell_type,categorical
1434,0.3333333333333333,5,1.5882380175319812e-05,cell_type,categorical
1435,1.0,2,1.203573044750115e-05,cell_type,categorical
1436,1.0,2,5.259406498320862e-09,cell_type,categorical
1437,1.0,2,0.00023345278260272618,Inflammation_Response,continuous
1439,0.5,3,3.927611366753963e-08,cell_type,categorical
1440,1.0,2,5.948016145242665e-07,cell_type,categorical
1441,0.14285714285714285,8,1.1619530469527498e-06,Hypoxia,continuous
1442,0.25,5,0.00020228304376399003,cell_type,categorical
1443,1.0,2,1.3360466229847016e-05,cell_type,categorical
1444,1.0,2,0.002929424605688558,cell_type,categorical
1446,0.5,3,0.0006479585579073421,cell_type,categorical
1447,1.0,2,0.00014237840619746452,cell_type,categorical
1448,0.3333333333333333,4,3.5268451536191136e-05,cell_type,categorical
1449,1.0,2,0.011611856919262727,cell_type,categorical
1451,1.0,2,0.00010859047620026447,cell_type,categorical
1452,1.0,2,0.00018962748257342425,cell_type,categorical
1453,0.5,3,1.030226928089913e-06,Inflammation_Response,continuous
1454,1.0,1,3.0216760440911083e-06,cell_type,categorical
1455,0.5,3,1.6111443786373705e-08,cell_type,categorical
1456,0.14285714285714285,8,3.837451876997986e-06,cell_type,categorical
1457,1.0,2,3.4906487251262663e-10,Inflammation_Response,continuous
1458,1.0,1,0.00020705377514346356,cell_type,categorical
1460,0.14285714285714285,8,1.155150163565357e-10,DNA_Repair,continuous
1461,0.5,3,4.695754416875454e-09,cell_type,categorical
1462,0.3333333333333333,4,9.344846438462456e-05,cell_type,categorical
1463,0.2,6,8.792836801954747e-07,cell_type,categorical
1464,0.3333333333333333,3,0.016945827033968592,n_counts,continuous
1465,1.0,2,0.010026710189751237,cell_type,categorical
1466,1.0,2,5.966226173958313e-11,cell_type,categorical
1467,0.5,3,2.8806041135308312e-11,Inflammation_Response,continuous
1468,0.25,5,5.623742428752665e-07,cell_type,categorical
1469,1.0,2,0.013967557549445361,cell_type,categorical
1470,0.25,5,3.936192863826509e-14,Inflammation_Response,continuous
1471,0.16666666666666666,7,0.0004930556798493097,cell_type,categorical
1472,0.1111111111111111,10,3.847336174849244e-08,n_genes,continuous
1473,1.0,1,0.0013882389800543478,cell_type,categorical
1474,0.25,4,0.0028201320937779463,Hypoxia,continuous
1475,0.25,5,1.8621760183374294e-07,cell_type,categorical
1476,1.0,2,0.0011392723820294016,cell_type,categorical
1477,0.5,3,9.199440761249367e-13,Inflammation_Response,continuous
1479,0.3333333333333333,4,1.1202471439852758e-06,cell_type,categorical
1480,0.3333333333333333,4,0.0001742754222351545,cell_type,categorical
1481,1.0,2,2.0867875909585455e-10,cell_type,categorical
1482,1.0,2,1.0899327150906335e-11,cell_type,categorical
1483,0.5,3,0.0001658968946464909,cell_type,categorical
1484,0.5,3,4.695754416875454e-09,cell_type,categorical
1485,1.0,1,5.228869836678316e-06,cell_type,categorical
1486,1.0,2,6.747072010402683e-07,cell_type,categorical
1487,1.0,2,2.001295439713705e-09,pct_ribo,continuous
1488,0.5,3,5.486080608157659e-05,cell_type,categorical
1489,0.5,3,1.7419947627740507e-09,cell_type,categorical
1490,1.0,2,0.01220359212564599,cell_type,categorical
1491,0.125,8,3.6874661721464903e-07,n_genes,continuous
1492,1.0,2,0.002670043049525705,cell_type,categorical
1493,0.2,6,8.67688874844906e-09,cell_type,categorical
1494,0.16666666666666666,7,0.0005277980145091387,Oxidative_Phosphorylation,continuous
1495,0.5,3,9.057588302977932e-05,cell_type,categorical
1496,1.0,2,1.1923650400044567e-07,cell_type,categorical
1497,1.0,2,5.958647274166469e-07,cell_type,categorical
1499,0.16666666666666666,7,0.0001260774707081087,Apoptosis,continuous
1500,1.0,2,0.0015494670567741092,cell_type,categorical
1501,0.2,6,1.9527198839964866e-07,Oxidative_Phosphorylation,continuous
1502,1.0,2,6.565777084010755e-06,cell_type,categorical
1503,1.0,2,0.0009766645745963014,cell_type,categorical
1504,1.0,1,0.0005279914117648511,cell_type,categorical
1505,1.0,1,0.04542890509523938,cell_type,categorical
1507,0.2,6,0.0029058901138668504,Apoptosis,continuous
1509,1.0,1,0.016377059584469562,Inflammation_Response,continuous
1510,0.25,5,0.00013267600721806065,pct_mito,continuous
1511,0.3333333333333333,4,2.220065093459589e-06,cell_type,categorical
1512,0.125,9,4.46504172995224e-05,pct_ribo,continuous
1513,0.5,3,4.6688032141993504e-08,cell_type,categorical
1514,1.0,1,1.772435798398947e-07,cell_type,categorical
1515,1.0,2,0.0015876917301793955,cell_type,categorical
1516,0.1111111111111111,10,8.008799794206717e-06,cell_type,categorical
1517,0.1111111111111111,10,1.3750809883253372e-12,n_genes,continuous
1518,1.0,2,5.94521947293139e-05,cell_type,categorical
1521,1.0,1,0.0002251624925523213,cell_type,categorical
1522,1.0,1,0.026898160240855645,pct_ribo,continuous
1523,1.0,2,2.285495643790802e-05,pct_ribo,continuous
1524,0.3333333333333333,4,5.984969254109939e-07,cell_type,categorical
1525,0.16666666666666666,7,2.106186223940174e-06,cell_type,categorical
1528,0.1111111111111111,10,1.7873622930623654e-15,Oxidative_Phosphorylation,continuous
1529,1.0,2,8.949149132631056e-06,cell_type,categorical
1530,0.3333333333333333,3,4.632110212664847e-05,pct_mito,continuous
1531,0.5,2,0.0001287999520091031,pct_ribo,continuous
1532,1.0,2,1.453942686399703e-07,cell_type,categorical
1533,1.0,2,7.126013967718149e-09,cell_type,categorical
1534,1.0,1,0.038746129841852134,cell_type,categorical
1535,0.125,9,2.7573394378154883e-08,Apoptosis,continuous
1536,1.0,2,7.432174164161109e-07,cell_type,categorical
1537,0.3333333333333333,5,1.9313931929188128e-06,cell_type,categorical
1538,0.1,11,9.025117177912754e-31,n_genes,continuous
1540,1.0,1,0.0020572347202403507,cell_type,categorical
1541,1.0,2,0.0008468303965138998,cell_type,categorical
1542,0.5,3,0.0013455697079010215,cell_type,categorical
1543,0.3333333333333333,4,5.772875352089432e-06,cell_type,categorical
1544,0.5,3,4.127831132926766e-05,Inflammation_Response,continuous
1545,1.0,1,0.002828868219265176,cell_type,categorical
1547,1.0,2,6.706352627963073e-05,cell_type,categorical
1548,0.5,3,4.986694126426936e-07,cell_type,categorical
1549,1.0,2,5.7136824238803395e-06,cell_type,categorical
1550,1.0,1,0.004996804443156027,cell_type,categorical
1551,0.25,5,0.0008218624480085351,cell_type,categorical
1552,1.0,1,0.00032112154086136254,cell_type,categorical
1553,1.0,2,1.1244516882158175e-05,pct_ribo,continuous
1554,0.3333333333333333,4,3.0781811637588575e-05,cell_type,categorical
1555,1.0,2,4.05666839412696e-05,cell_type,categorical
1556,1.0,1,0.04660689455950495,cell_type,categorical
1557,1.0,2,0.0005000647588411426,cell_type,categorical
1558,0.16666666666666666,7,2.4302395033004183e-07,cell_type,categorical
1559,1.0,1,4.993050076327537e-06,cell_type,categorical
1560,0.3333333333333333,3,1.3254766980583376e-05,pct_mito,continuous
1561,1.0,2,1.4866873112988503e-06,cell_type,categorical
1562,1.0,2,3.112442580286872e-05,cell_type,categorical
1563,1.0,2,1.7709838646831603e-07,cell_type,categorical
1564,0.1111111111111111,10,4.1096909623665014e-08,Apoptosis,continuous
1565,1.0,2,2.2783224818981338e-11,cell_type,categorical
1566,0.5,3,7.561168213551336e-10,cell_type,categorical
1567,0.125,9,1.3319769742166855e-06,Apoptosis,continuous
1568,0.5,3,9.099421416806914e-10,cell_type,categorical
1569,1.0,2,0.0008941041697618557,cell_type,categorical
1570,1.0,2,3.2534415669092214e-07,cell_type,categorical
1571,1.0,2,6.840508967886531e-09,cell_type,categorical
1572,1.0,2,1.2707937376072001e-08,cell_type,categorical
1573,0.25,4,0.000691101628928362,S_score,continuous
1575,0.125,9,9.153822833324146e-08,Oxidative_Phosphorylation,continuous
1576,0.125,9,9.597082016731215e-09,n_counts,continuous
1577,0.3333333333333333,3,0.01528130124238847,Oxidative_Phosphorylation,continuous
1578,1.0,1,4.1156706364902514e-07,cell_type,categorical
1579,1.0,2,0.00017812968355455748,cell_type,categorical
1580,0.14285714285714285,7,1.9726831559512144e-06,n_counts,continuous
1582,0.3333333333333333,4,5.356843332693877e-08,cell_type,categorical
1583,1.0,2,8.630459284681539e-05,cell_type,categorical
1584,1.0,2,1.5351892299012938e-09,cell_type,categorical
1585,0.3333333333333333,4,4.86363945913711e-08,cell_type,categorical
1586,1.0,2,5.852233596955325e-10,cell_type,categorical
1587,1.0,1,6.591627515966648e-09,cell_type,categorical
1588,0.5,3,7.224161042080825e-05,cell_type,categorical
1589,1.0,2,9.231361403257931e-07,cell_type,categorical
1590,1.0,2,1.2132979753810234e-05,cell_type,categorical
1591,0.3333333333333333,3,0.0007054891490458226,Hypoxia,continuous
1593,0.5,3,1.693526305480953e-08,cell_type,categorical
1594,1.0,2,1.635488973419087e-06,cell_type,categorical
1596,1.0,1,0.02018675562361576,cell_type,categorical
1597,1.0,2,3.4968009091798174e-06,cell_type,categorical
1598,0.25,5,2.898325218259326e-09,cell_type,categorical
1599,1.0,2,3.9037867669210557e-10,cell_type,categorical
1600,1.0,2,0.0003732001984036648,cell_type,categorical
1601,0.5,3,0.0012247306742180313,G2M_score,continuous
1603,1.0,1,1.4251283830009994e-05,cell_type,categorical
1604,1.0,2,2.550771195765692e-05,cell_type,categorical
1605,0.5,3,0.0002453789984698806,cell_type,categorical
1606,0.5,4,0.0001892318260730444,Inflammation_Response,continuous
1607,1.0,1,9.680168102842306e-05,cell_type,categorical
1608,0.14285714285714285,8,2.7865859105759016e-06,n_genes,continuous
1609,1.0,2,3.865065580791024e-06,cell_type,categorical
1610,0.25,5,0.0006040602762062954,cell_type,categorical
1612,0.16666666666666666,7,1.1686263284841021e-05,pct_mito,continuous
1614,1.0,1,8.987128626822163e-08,cell_type,categorical
1615,0.2,6,7.846724409901003e-06,pct_mito,continuous
1616,1.0,1,4.398704051097376e-08,cell_type,categorical
1617,1.0,2,4.662831998228153e-09,cell_type,categorical
1618,0.2,6,2.023222633405079e-08,cell_type,categorical
1620,0.16666666666666666,7,2.2756327200923593e-05,pct_mito,continuous
1621,0.25,5,0.00010100026220335584,cell_type,categorical
1622,1.0,2,4.5693181217798996e-07,cell_type,categorical
1623,1.0,2,7.370682012188699e-06,cell_type,categorical
1624,0.5,3,1.9265830667373174e-08,cell_type,categorical
1625,0.3333333333333333,5,3.1687628322351476e-09,cell_type,categorical
1626,0.5,3,0.0026161354305454716,Inflammation_Response,continuous
1627,1.0,2,3.573043395397545e-06,cell_type,categorical
1629,0.25,5,3.13892026925611e-08,cell_type,categorical
1630,0.25,5,1.4916225153998612e-09,cell_type,categorical
1632,1.0,1,0.00016839398387142858,cell_type,categorical
1633,0.25,5,0.0032288746098417948,Hypoxia,continuous
1634,1.0,2,3.35797311432956e-07,cell_type,categorical
1635,0.5,3,6.0864351084826344e-05,cell_type,categorical
1636,0.2,6,2.3262993221676577e-10,pct_mito,continuous
1637,0.5,3,1.5320480616563983e-09,Inflammation_Response,continuous
1639,1.0,1,0.0028791181924296694,cell_type,categorical
1640,1.0,2,1.0354940815782576e-07,cell_type,categorical
1641,0.1111111111111111,10,6.812317469161201e-29,n_genes,continuous
1642,0.5,3,1.471178631477182e-05,cell_type,categorical
1643,1.0,1,3.0539597964315535e-10,cell_type,categorical
1644,1.0,1,0.00010410144306622704,cell_type,categorical
1645,1.0,1,0.00829315059361092,cell_type,categorical
1646,1.0,2,1.0637275049838746e-08,pct_ribo,continuous
1648,0.25,5,7.720734423035619e-12,cell_type,categorical
1649,0.125,8,1.3690061136115254e-06,n_counts,continuous
1650,0.5,3,7.233257367898387e-05,cell_type,categorical
1651,0.5,3,2.223156313522975e-07,cell_type,categorical
1652,0.25,6,3.3641420556537546e-10,cell_type,categorical
1654,0.5,3,4.0411093228987925e-06,Inflammation_Response,continuous
1655,1.0,1,2.607260008965423e-06,cell_type,categorical
1656,0.5,3,4.542530983796465e-07,cell_type,categorical
1657,1.0,2,4.197291169648919e-11,cell_type,categorical
1658,0.1111111111111111,10,4.8115734941529994e-08,DNA_Repair,continuous
1659,1.0,2,2.381556996408485e-08,cell_type,categorical
1660,0.5,3,1.7810532049740568e-06,cell_type,categorical
1661,0.14285714285714285,8,7.931088838188482e-08,n_genes,continuous
1662,0.25,5,2.2177298308874446e-10,cell_type,categorical
1663,1.0,1,0.00026706957113401545,cell_type,categorical
1664,1.0,2,3.333405910109538e-09,pct_ribo,continuous
1665,1.0,1,0.0008747925593258704,pct_ribo,continuous
1666,1.0,2,3.042758126640348e-07,cell_type,categorical
1667,1.0,2,8.941432263175758e-09,cell_type,categorical
1668,1.0,2,0.00015246502898367707,cell_type,categorical
1669,1.0,1,0.040871973076131905,cell_type,categorical
1670,1.0,2,2.3144480005948838e-08,cell_type,categorical
1671,0.5,3,0.03043510326252183,cell_type,categorical
1672,1.0,2,3.8126023973100395e-05,Inflammation_Response,continuous
1673,0.5,3,1.1241489638764639e-09,cell_type,categorical
1674,1.0,1,1.004368382903196e-07,cell_type,categorical
1675,1.0,1,0.028849408463131897,cell_type,categorical
1676,0.125,9,2.057353114040851e-12,n_counts,continuous
1677,0.5,3,0.004104866560633965,cell_type,categorical
1678,0.5,3,7.206808795669412e-11,Inflammation_Response,continuous
1679,0.25,5,2.6995841958269613e-08,cell_type,categorical
1681,0.25,5,6.243660000600189e-11,cell_type,categorical
1682,1.0,1,0.0026988598733740073,cell_type,categorical
1683,1.0,1,4.6216986222110375e-07,pct_ribo,continuous
1684,1.0,2,1.3616465287883566e-10,cell_type,categorical
1685,0.14285714285714285,7,0.01086568185033581,Hypoxia,continuous
1686,1.0,1,0.002185501560532161,cell_type,categorical
1688,1.0,2,2.853835735306689e-06,cell_type,categorical
1689,1.0,2,0.00014434420398436239,cell_type,categorical
1690,1.0,2,0.0002100083723177764,cell_type,categorical
1691,0.3333333333333333,4,1.4360300818049975e-06,pct_ribo,continuous
1693,1.0,1,4.926379894225326e-06,cell_type,categorical
1694,0.5,3,3.90160057034111e-14,pct_ribo,continuous
1696,1.0,1,2.9085798610851316e-09,cell_type,categorical
1698,0.125,9,3.556574186687977e-05,cell_type,categorical
1699,1.0,2,9.190526878379173e-05,cell_type,categorical
1700,1.0,1,4.6105214368115966e-07,cell_type,categorical
1701,1.0,2,3.1084407915180816e-05,cell_type,categorical
1702,1.0,1,0.03510838139376449,phase,categorical
1703,1.0,2,0.0026080869826147777,cell_type,categorical
1704,1.0,2,0.0015616859456657587,cell_type,categorical
1705,1.0,2,6.545553328733982e-06,cell_type,categorical
1706,0.5,3,2.98175097610361e-07,pct_ribo,continuous
1707,1.0,2,0.012543402539598113,cell_type,categorical
1708,1.0,1,1.9282221531845373e-07,cell_type,categorical
1709,0.16666666666666666,7,2.0223254122772185e-05,Hypoxia,continuous
1712,1.0,1,6.296860459101101e-07,cell_type,categorical
1713,1.0,2,0.009027828283088367,pct_ribo,continuous
1714,1.0,2,4.841669824690893e-05,cell_type,categorical
1716,1.0,2,0.0009752275805529505,cell_type,categorical
1718,0.16666666666666666,7,1.1464912324104007e-06,cell_type,categorical
1719,0.5,3,0.018189533763024828,pct_ribo,continuous
1720,0.125,9,7.077435435278498e-21,DNA_Repair,continuous
1721,0.16666666666666666,7,1.2311745750894229e-05,cell_type,categorical
1722,1.0,1,2.2805404461911513e-10,cell_type,categorical
1723,0.25,5,2.533723564843735e-07,G2M_score,continuous
1724,1.0,1,0.0033379051704344144,cell_type,categorical
1725,0.16666666666666666,6,0.0009698792952684475,Apoptosis,continuous
1726,1.0,2,0.0029191215453745214,cell_type,categorical
1727,1.0,2,0.020015728657605127,Inflammation_Response,continuous
1728,0.5,3,2.641368588781533e-09,cell_type,categorical
1729,0.3333333333333333,4,0.0007213571468830202,cell_type,categorical
1730,1.0,1,0.0005543105989889528,cell_type,categorical
1731,1.0,1,6.819489849855949e-09,cell_type,categorical
1732,1.0,1,0.027529618400450574,Apoptosis,continuous
