feature_idx,pca_x,pca_y,sparsity,activation_mean,activation_std,specificity_score,n_associations,strongest_qvalue,strongest_association,attr_type
1118,4.443395,-5.009327,0.21,0.19220634,0.15994622,1.0,2.0,1.1619530469527498e-06,cell_type,categorical
1119,5.866241,-6.059563,0.18,0.21858639,0.14960991,0.5,3.0,7.561168213551336e-10,cell_type,categorical
1120,-0.2683416,-5.256491,0.44,0.110817015,0.13329235,1.0,2.0,2.5376666839353858e-08,cell_type,categorical
1121,-6.6775846,0.24714483,0.87,0.012234313,0.041423175,0.1111111111111111,9.0,1.7760196967601597e-09,n_genes,continuous
1122,-6.7175856,0.019016182,0.82,0.012750174,0.034686428,0.14285714285714285,8.0,8.581606897980798e-07,n_genes,continuous
1123,-1.6281352,-0.80095613,0.4,0.09125848,0.102971904,0.5,3.0,0.0007790061473240245,cell_type,categorical
1124,5.857187,-0.3752205,0.18,0.21250984,0.19002813,1.0,1.0,4.293165143769076e-09,cell_type,categorical
1125,3.183175,2.695435,0.27,0.16781065,0.1527369,0.5,3.0,5.252982825668346e-06,cell_type,categorical
1126,3.6601536,-0.47888488,0.28,0.18426883,0.18011138,1.0,1.0,4.030483238325908e-06,cell_type,categorical
1127,-2.1993282,-0.23405127,0.54,0.10146138,0.15430297,0.2,6.0,1.647849010016695e-08,cell_type,categorical
1128,-2.8375053,1.9196583,0.4,0.07673159,0.089540005,1.0,1.0,0.0007925680773035128,cell_type,categorical
1129,-3.4989276,-1.5271795,0.58,0.060827848,0.10956064,1.0,2.0,0.0011220747942809854,cell_type,categorical
1130,1.2569441,-5.718477,0.41,0.13066134,0.15130189,1.0,2.0,6.747072010402683e-07,cell_type,categorical
1131,10.127331,-1.9121406,0.03,0.29316497,0.16977523,1.0,2.0,2.1890754314868125e-05,cell_type,categorical
1132,-5.0277066,-1.5283583,0.74,0.038497895,0.083062954,0.125,9.0,9.822736151255326e-08,cell_type,categorical
1133,-0.55423594,-2.0284078,0.43,0.11272696,0.1331071,0.5,3.0,6.823166259812119e-08,cell_type,categorical
1134,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1135,-1.93882,1.6591487,0.3,0.097360544,0.09934754,1.0,2.0,0.04172872182389206,cell_type,categorical
1136,8.795173,0.7119353,0.01,0.27302462,0.12880626,1.0,1.0,0.04362260579545103,G2M_score,continuous
1137,-6.4470234,0.24492025,0.83,0.01975211,0.058157083,0.14285714285714285,8.0,5.7148165974026095e-11,Oxidative_Phosphorylation,continuous
1138,-1.3169879,-2.5950868,0.34,0.09864013,0.110476926,1.0,2.0,0.0005856651497878123,cell_type,categorical
1139,-4.8478923,-0.5839596,0.69,0.04444138,0.094504915,0.14285714285714285,7.0,3.3974816620694942e-06,pct_ribo,continuous
1140,-0.85287994,5.032211,0.44,0.113639615,0.13732167,0.5,3.0,1.2741287801531738e-06,cell_type,categorical
1141,8.033959,1.2619284,0.14,0.2568175,0.20004891,1.0,2.0,1.8170948855174125e-07,cell_type,categorical
1142,7.117997,2.6373334,0.1,0.24339736,0.16995196,1.0,2.0,1.8417166377324893e-06,cell_type,categorical
1143,-0.050763287,-1.0301499,0.26,0.11991039,0.12930746,1.0,1.0,5.643553316098307e-05,cell_type,categorical
1144,8.250042,1.6585108,0.14,0.24993718,0.17490272,1.0,2.0,5.344222003982706e-07,cell_type,categorical
1145,0.9067571,-2.7225592,0.52,0.14168316,0.18830764,1.0,2.0,3.96673253731101e-09,cell_type,categorical
1146,7.152727,-1.6562201,0.09,0.2356312,0.1648875,1.0,2.0,3.4102087563142534e-09,cell_type,categorical
1147,11.765037,-1.1312634,0.15,0.30767846,0.25648916,1.0,1.0,4.003773606811788e-07,cell_type,categorical
1148,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1149,-1.0812478,6.5932827,0.43,0.11302484,0.13756394,0.5,3.0,3.345166138412582e-08,cell_type,categorical
1150,0.107899524,-3.720142,0.42,0.12502176,0.14633223,0.5,3.0,0.00708649035829784,pct_ribo,continuous
1151,-2.7842622,4.2462,0.51,0.087059505,0.12063817,1.0,2.0,1.264425283423249e-06,cell_type,categorical
1152,-3.1653621,-2.3499682,0.56,0.0689611,0.10469871,0.5,3.0,0.006023583752338101,cell_type,categorical
1153,1.0463308,-5.369969,0.34,0.13532645,0.14494383,1.0,2.0,3.684768229350021e-09,cell_type,categorical
1154,-4.552775,0.85338074,0.56,0.04746038,0.0831577,0.25,5.0,2.0948807947610816e-05,Inflammation_Response,continuous
1155,3.2947657,-3.448631,0.2,0.17156324,0.15353993,1.0,1.0,0.019893271172301268,cell_type,categorical
1156,-5.8922153,-1.2713418,0.8,0.025490835,0.06571341,0.5,3.0,0.00016192653203107364,G2M_score,continuous
1157,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1158,8.997867,0.18285218,0.06,0.27351832,0.1575405,1.0,1.0,0.0014333434641737172,cell_type,categorical
1159,-3.3058047,-1.6411405,0.5,0.07111368,0.09639847,1.0,1.0,0.0018494933078588725,cell_type,categorical
1160,-4.981221,-0.687745,0.69,0.04120777,0.07395912,0.14285714285714285,8.0,1.113606970040617e-06,cell_type,categorical
1161,0.8189374,-5.3639894,0.43,0.13148807,0.16425394,1.0,2.0,1.0229347509314373e-05,pct_ribo,continuous
1162,-2.448813,1.8206661,0.4,0.080546625,0.09575915,1.0,2.0,0.00022297101855870002,pct_ribo,continuous
1163,-4.297452,-0.4757366,0.54,0.05479857,0.084571,0.25,4.0,0.005277635192293408,Oxidative_Phosphorylation,continuous
1164,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1165,-2.0828516,-0.11793276,0.24,0.088670835,0.084657215,1.0,1.0,0.007784636468217866,cell_type,categorical
1166,4.0595126,-3.7721918,0.24,0.17987631,0.16178665,1.0,1.0,3.158705237284727e-07,cell_type,categorical
1167,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1168,0.5861835,-3.6426275,0.24,0.13015269,0.1193575,1.0,2.0,3.695348003835368e-07,cell_type,categorical
1169,-5.410869,-0.6560753,0.67,0.035880085,0.077555954,0.125,9.0,4.9454740433091546e-05,cell_type,categorical
1170,-0.9733653,-1.4644806,0.35,0.103565894,0.116018824,1.0,1.0,6.511234647214847e-08,cell_type,categorical
1171,-2.984646,4.7681193,0.63,0.0762634,0.12838799,0.25,5.0,2.5263757467038987e-06,cell_type,categorical
1172,18.92046,-6.4707603,0.08,0.43310517,0.30255017,1.0,2.0,3.195700295972617e-13,Inflammation_Response,continuous
1173,2.285469,-1.3598474,0.29,0.15674205,0.15350728,1.0,1.0,8.469791855145593e-10,cell_type,categorical
1174,-6.1370797,-1.1431959,0.84,0.0191933,0.05961899,0.125,9.0,2.050940887101636e-12,n_genes,continuous
1175,1.1608235,2.3325548,0.22,0.14268373,0.12576368,1.0,2.0,0.0001408913764698639,cell_type,categorical
1176,8.694076,3.9042997,0.16,0.28159857,0.18874548,1.0,2.0,1.470301755546082e-08,cell_type,categorical
1177,1.9744575,0.3161775,0.31,0.16008608,0.1501236,0.5,2.0,0.00032910252676302204,cell_type,categorical
1178,1.3280191,-3.2868493,0.24,0.14005353,0.13151948,1.0,2.0,3.719033461478599e-05,cell_type,categorical
1179,19.311068,0.49149886,0.09,0.4343423,0.22664134,0.5,3.0,1.5143611217335864e-12,cell_type,categorical
1180,13.73317,-1.7317032,0.07,0.34122288,0.18532461,1.0,1.0,0.0007234618599536469,cell_type,categorical
1181,3.7652936,-3.9084127,0.21,0.17465542,0.1451956,1.0,2.0,0.0009057634920121249,cell_type,categorical
1182,-5.631654,-1.3708096,0.76,0.026898054,0.059503864,0.14285714285714285,7.0,2.954514267399254e-05,n_genes,continuous
1183,2.0804043,0.14310192,0.35,0.16575226,0.1737269,0.5,3.0,1.0486008369580107e-10,cell_type,categorical
1184,3.5620587,4.7759333,0.12,0.18344362,0.14709768,1.0,2.0,1.0873594310775517e-06,cell_type,categorical
1185,-0.3465162,2.4462326,0.17,0.13129391,0.15334043,1.0,1.0,0.00047595337352456007,cell_type,categorical
1186,-2.3316538,-0.30582377,0.49,0.08819058,0.14680046,1.0,2.0,7.97203854746795e-06,cell_type,categorical
1187,-5.4462996,-1.6452326,0.72,0.030566644,0.0713364,0.125,9.0,6.94401726202968e-11,n_counts,continuous
1188,-5.9983277,1.3347135,0.74,0.022764241,0.053201795,0.14285714285714285,8.0,0.0010420382921684575,n_genes,continuous
1189,-6.253453,-0.9961244,0.84,0.017986832,0.047227137,0.2,6.0,0.0003375896548244631,pct_mito,continuous
1190,6.2471185,0.50031793,0.17,0.24058798,0.17644607,1.0,1.0,8.467319657679807e-08,cell_type,categorical
1191,2.376984,8.605654,0.25,0.18184526,0.1923656,1.0,2.0,6.162142746939284e-06,cell_type,categorical
1192,1.7808844,2.1391318,0.12,0.1543613,0.11810295,1.0,2.0,0.00010536984009842267,cell_type,categorical
1193,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1194,0.71873575,-0.6773723,0.28,0.14872992,0.14435561,1.0,2.0,0.00014253954873055648,cell_type,categorical
1195,-5.4510136,1.1211869,0.77,0.0295918,0.07518911,1.0,2.0,0.002353468644822561,cell_type,categorical
1196,-2.1886878,3.7262244,0.52,0.085523546,0.112824485,0.25,5.0,7.840888391271236e-10,Inflammation_Response,continuous
1197,-5.8046308,0.56463677,0.71,0.026122611,0.05622861,0.125,9.0,3.298201697436284e-05,Inflammation_Response,continuous
1198,3.992148,5.5285606,0.18,0.19368674,0.17128015,1.0,2.0,0.002695191017326541,cell_type,categorical
1199,0.48463157,-2.9963567,0.31,0.14450406,0.14229672,0.3333333333333333,4.0,1.1130348195519913e-08,cell_type,categorical
1200,4.564237,0.4671548,0.15,0.20623446,0.17851163,1.0,1.0,3.615245260338888e-05,cell_type,categorical
1201,-7.2533755,-0.39798686,0.99,0.00032547818,0.0032384666,0.1,11.0,7.123805193954085e-38,n_genes,continuous
1202,-2.5883236,-0.6961783,0.42,0.08884603,0.11760388,0.3333333333333333,4.0,1.631493797569032e-06,cell_type,categorical
1203,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1204,-2.4454482,2.916013,0.49,0.086715594,0.10957803,1.0,2.0,5.161062365038771e-06,Inflammation_Response,continuous
1205,-6.1084127,-0.5939749,0.75,0.020909533,0.048959926,1.0,2.0,0.003222073800477452,cell_type,categorical
1206,10.316729,14.05901,0.23,0.30952144,0.2679127,1.0,2.0,4.322161868457086e-12,pct_ribo,continuous
1207,-6.08775,-0.7088766,0.83,0.01828803,0.05243015,0.5,3.0,0.007138693850901463,cell_type,categorical
1208,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1209,2.0385423,0.086396635,0.24,0.15531877,0.14163478,1.0,1.0,0.04434176947163256,Inflammation_Response,continuous
1210,-1.9183285,-3.8971007,0.51,0.086072996,0.12126791,1.0,1.0,2.1386935425052242e-05,cell_type,categorical
1211,-2.7695785,2.0548732,0.41,0.08048864,0.09938833,1.0,1.0,0.016704601150605687,pct_ribo,continuous
1212,-0.07289277,4.7659016,0.51,0.1395565,0.18634816,0.5,3.0,0.00021375215402454973,cell_type,categorical
1213,-2.5601065,-3.5337365,0.66,0.07354046,0.1271649,1.0,2.0,6.945127342333085e-05,cell_type,categorical
1214,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1215,-3.0220335,-0.16544035,0.44,0.07546718,0.11186525,0.3333333333333333,3.0,0.007329784727997885,Inflammation_Response,continuous
1216,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1217,-4.717729,-0.9521105,0.7,0.046705335,0.08743867,0.25,5.0,0.0002954299707494429,cell_type,categorical
1218,-2.618173,-0.65873337,0.39,0.077360876,0.08769875,0.5,3.0,0.0011543670852376682,cell_type,categorical
1219,-1.2248336,1.6498988,0.45,0.111635186,0.13616869,0.25,5.0,5.9723976488997494e-05,cell_type,categorical
1220,-1.6656903,-1.0446594,0.3,0.096313305,0.106509045,0.0,,,None,
1221,-5.501352,-0.99232316,0.67,0.034726262,0.059993118,1.0,1.0,8.004430942195688e-05,cell_type,categorical
1222,-0.15366638,-1.0530539,0.17,0.123364545,0.09793621,1.0,1.0,0.0016175133155486188,cell_type,categorical
1223,-2.3031082,-0.3455883,0.43,0.08594131,0.12138067,0.3333333333333333,4.0,0.0001360905882195517,Inflammation_Response,continuous
1224,-5.999829,0.3312816,0.83,0.026916761,0.07130816,0.14285714285714285,8.0,1.6612462521052253e-05,n_genes,continuous
1225,13.010403,-3.7998526,0.06,0.32646993,0.1855067,1.0,2.0,1.5777869868117557e-10,cell_type,categorical
1226,-5.9221153,-0.8037867,0.8,0.025039144,0.061002884,0.3333333333333333,4.0,0.0002260032560209261,pct_ribo,continuous
1227,-3.4420428,-0.8606037,0.6,0.07176886,0.13034593,0.5,3.0,1.5569325932778894e-05,cell_type,categorical
1228,4.0406284,-2.8828397,0.17,0.19441228,0.1612596,1.0,2.0,2.31660981568989e-06,cell_type,categorical
1229,18.758059,-2.504212,0.01,0.43130127,0.17872259,1.0,2.0,1.67003777833423e-09,cell_type,categorical
1230,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1231,5.026134,-6.562926,0.24,0.20089063,0.16397445,0.5,3.0,3.424017757695157e-08,cell_type,categorical
1232,-4.2871046,-1.193729,0.58,0.0567895,0.09687525,0.3333333333333333,4.0,5.624174570255737e-09,pct_ribo,continuous
1233,-5.5343227,0.7953344,0.78,0.038630184,0.09697949,0.16666666666666666,6.0,7.347001365169565e-05,Oxidative_Phosphorylation,continuous
1234,0.13900918,-3.8359575,0.37,0.121429056,0.14019318,0.0,,,None,
1235,7.2331676,4.451091,0.16,0.23631005,0.17455767,0.3333333333333333,4.0,2.3262993221676577e-10,cell_type,categorical
1236,0.6292989,7.3911366,0.4,0.13598596,0.17071159,0.5,3.0,2.393410645063675e-06,cell_type,categorical
1237,-0.2323842,-2.6847684,0.34,0.11453265,0.12082398,0.5,3.0,7.977758749565909e-08,cell_type,categorical
1238,0.7291042,-5.614262,0.48,0.12803464,0.16755259,1.0,2.0,4.455229668012142e-07,cell_type,categorical
1239,-2.1904733,4.914631,0.52,0.08944562,0.12185549,0.5,3.0,3.51495147111095e-06,cell_type,categorical
1240,-2.0154257,-0.5614916,0.48,0.102714054,0.14641625,1.0,2.0,1.2588237580232508e-06,cell_type,categorical
1241,16.366465,10.498711,0.08,0.42250824,0.3092621,0.25,5.0,5.380193679330654e-11,cell_type,categorical
1242,4.643132,-5.551601,0.24,0.2074897,0.15730809,0.3333333333333333,4.0,6.494535321832545e-09,cell_type,categorical
1243,2.2159173,-4.0630083,0.47,0.14899088,0.18967548,1.0,2.0,3.289356651891888e-12,cell_type,categorical
1244,-5.432019,-0.9942826,0.71,0.028642643,0.052217662,0.2,6.0,5.229724681702827e-07,cell_type,categorical
1245,-0.8357666,2.9175537,0.23,0.11408176,0.11399868,1.0,2.0,0.004505393108900369,cell_type,categorical
1246,-3.095966,2.2784972,0.46,0.06744731,0.09180869,0.25,5.0,2.683464674476387e-06,cell_type,categorical
1247,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1248,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1249,-2.1959164,2.0129514,0.46,0.08475958,0.118451886,0.3333333333333333,4.0,8.422297083288393e-05,Inflammation_Response,continuous
1250,8.316774,-0.98133343,0.07,0.25630534,0.12838058,1.0,2.0,1.530087579374844e-05,cell_type,categorical
1251,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1252,13.7359,3.1226737,0.01,0.36546844,0.20608675,1.0,2.0,0.0018998923172130057,cell_type,categorical
1253,2.8725553,1.0587312,0.1,0.17730568,0.13356552,0.0,,,None,
1254,8.077447,4.6799517,0.01,0.26797467,0.15761071,1.0,1.0,0.00012590063980276028,cell_type,categorical
1255,8.195268,1.9836409,0.17,0.25063825,0.17696942,1.0,2.0,5.7915095571883135e-08,cell_type,categorical
1256,2.191559,-0.84733385,0.15,0.15467778,0.10989552,0.0,,,None,
1257,-1.3488399,-0.60169625,0.42,0.11071429,0.14309298,1.0,1.0,9.170694582000927e-09,cell_type,categorical
1258,12.813921,-10.799452,0.21,0.3233807,0.25981545,1.0,2.0,1.9293305318994633e-10,cell_type,categorical
1259,-7.1112814,-0.5028309,0.91,0.0025686575,0.0108327195,0.25,6.0,6.483508089736306e-06,pct_mito,continuous
1260,-2.4297283,-1.1113112,0.4,0.079736136,0.09325634,1.0,2.0,3.9015861814247295e-08,cell_type,categorical
1261,-0.8380016,1.1115613,0.27,0.11187976,0.12762475,0.5,3.0,1.898016126616603e-05,cell_type,categorical
1262,6.166537,-7.1978364,0.2,0.20865889,0.19725819,1.0,2.0,3.5873314672688806e-07,cell_type,categorical
1263,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1264,-4.9070787,3.1654966,0.76,0.043720923,0.0933866,0.16666666666666666,7.0,5.614790856515513e-05,cell_type,categorical
1265,5.1823425,1.8217316,0.11,0.20462011,0.13322376,1.0,2.0,3.452312424333275e-06,Inflammation_Response,continuous
1266,3.3051977,-4.7621922,0.31,0.17891756,0.21333203,1.0,2.0,9.604478720648108e-05,pct_ribo,continuous
1267,-3.5625157,-0.49896887,0.54,0.07127581,0.119394355,0.5,3.0,0.00026420844615726336,cell_type,categorical
1268,0.6664728,2.4095724,0.44,0.16579404,0.23698068,1.0,2.0,4.2972451878410787e-07,cell_type,categorical
1269,2.6081574,-0.790974,0.12,0.16301359,0.119144745,0.3333333333333333,4.0,4.511064606305397e-05,cell_type,categorical
1270,-1.9713778,-3.0191298,0.47,0.0885866,0.117522314,0.5,3.0,9.76001120773356e-08,cell_type,categorical
1271,11.768097,3.3366516,0.03,0.32545188,0.15481038,1.0,1.0,0.010366617729195702,cell_type,categorical
1272,3.5241342,3.3720632,0.25,0.19488211,0.19908002,1.0,2.0,2.4450736443680763e-06,cell_type,categorical
1273,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1274,5.7981524,-6.265395,0.28,0.20941031,0.20340417,1.0,2.0,0.0010767949079051125,cell_type,categorical
1275,-2.2079532,5.8236794,0.47,0.09637597,0.1271434,1.0,2.0,8.3429147733311e-09,cell_type,categorical
1276,14.741344,2.8637073,0.04,0.35389584,0.20759723,1.0,2.0,4.6707827261414347e-11,cell_type,categorical
1277,0.683455,1.2346145,0.22,0.13049726,0.11074133,0.5,3.0,0.00015717967443844711,cell_type,categorical
1278,4.623189,-0.21088201,0.11,0.21561062,0.15518817,1.0,2.0,2.1076363227581553e-05,cell_type,categorical
1279,19.060585,-2.066823,0.0,0.43831575,0.18841302,1.0,2.0,1.2691683813791774e-09,cell_type,categorical
1280,-0.8686368,0.29184783,0.31,0.11756711,0.1399152,1.0,2.0,0.010214350393135308,cell_type,categorical
1281,-3.238782,1.7924263,0.39,0.075030014,0.09315682,1.0,2.0,2.3658396246542977e-07,cell_type,categorical
1282,0.20454384,2.5861087,0.14,0.12984486,0.10980733,1.0,2.0,4.057932281005608e-05,pct_ribo,continuous
1283,-3.821226,2.9479072,0.55,0.06653035,0.10577244,0.25,5.0,0.005995116989919202,cell_type,categorical
1284,-0.80175835,-1.2272242,0.27,0.10256615,0.10042699,1.0,2.0,1.851651321745462e-05,cell_type,categorical
1285,1.121121,-1.371475,0.31,0.16220924,0.1859262,0.3333333333333333,4.0,1.2660733640923798e-11,cell_type,categorical
1286,4.6231756,-0.8898696,0.16,0.20297757,0.15862466,0.0,,,None,
1287,-2.299875,-0.2373425,0.23,0.09245577,0.1030296,0.3333333333333333,4.0,0.00034543124734896785,cell_type,categorical
1288,-4.9422803,0.13518362,0.76,0.03923993,0.08959149,0.14285714285714285,8.0,9.093950388737738e-07,Apoptosis,continuous
1289,-2.613228,-2.027397,0.41,0.07488697,0.09016686,1.0,1.0,0.0026359717034259646,cell_type,categorical
1290,-0.06454884,2.3697782,0.1,0.12954253,0.09493883,1.0,2.0,0.0005307001498312725,cell_type,categorical
1291,-2.0709667,-0.023378631,0.38,0.08587649,0.100470155,1.0,1.0,0.0002749921913850283,cell_type,categorical
1292,-0.5318032,-0.89732945,0.23,0.10694742,0.10764232,1.0,1.0,0.0029651083142676208,cell_type,categorical
1293,-2.2392406,-1.120202,0.44,0.095597245,0.12396994,1.0,2.0,8.63821816841694e-05,pct_ribo,continuous
1294,3.5186286,1.0599699,0.15,0.17845918,0.12206843,1.0,2.0,8.95804109496111e-05,cell_type,categorical
1295,-5.6957126,-0.2620777,0.77,0.03485245,0.07443969,0.25,5.0,4.5805112710803424e-05,cell_type,categorical
1296,-5.9323816,1.6436251,0.74,0.02412848,0.052660927,0.14285714285714285,8.0,0.0017164575479937285,Inflammation_Response,continuous
1297,1.6031377,3.4721448,0.2,0.15199244,0.12428316,1.0,2.0,2.0828450197217045e-05,pct_ribo,continuous
1298,2.9205925,0.7058864,0.06,0.1726978,0.112971626,1.0,1.0,0.00040796934052697684,cell_type,categorical
1299,2.486419,-3.1311207,0.19,0.1607771,0.15101445,1.0,2.0,0.0021745476032651203,pct_ribo,continuous
1300,0.46902165,-1.7199134,0.31,0.12838313,0.1442748,1.0,1.0,0.00030844483272749504,cell_type,categorical
1301,6.2413607,0.8636357,0.11,0.22114347,0.12898532,1.0,2.0,9.627132558469775e-07,cell_type,categorical
1302,-1.6658524,1.6076484,0.52,0.0888838,0.13126256,0.3333333333333333,5.0,0.0025975051495175402,cell_type,categorical
1303,-2.5051405,-1.4745902,0.42,0.08966719,0.10845544,0.3333333333333333,4.0,1.2366332737954736e-09,cell_type,categorical
1304,-2.6783817,-3.6281052,0.65,0.070980534,0.11515612,1.0,2.0,4.2438078173257923e-07,cell_type,categorical
1305,-1.6397052,0.51655215,0.36,0.093242794,0.10940461,1.0,1.0,0.04886519328451097,cell_type,categorical
1306,-4.8417606,0.7714084,0.65,0.04159508,0.07817027,0.5,3.0,0.0007358469935275734,cell_type,categorical
1307,6.976288,3.6004703,0.13,0.2375704,0.16660546,1.0,2.0,1.5098241715228737e-05,cell_type,categorical
1308,-1.3082507,1.0683582,0.26,0.107622325,0.10275646,1.0,1.0,0.002850210595039974,cell_type,categorical
1309,11.859533,3.4939592,0.28,0.3082672,0.26646233,1.0,2.0,1.4146878128465615e-07,cell_type,categorical
1310,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1311,2.9520612,-3.2305756,0.34,0.17547989,0.18883404,1.0,2.0,1.4672449797251582e-08,cell_type,categorical
1312,18.890167,6.528497,0.11,0.42883736,0.2327775,1.0,2.0,8.616825747310248e-10,cell_type,categorical
1313,-0.8504853,4.5160346,0.26,0.113010876,0.11274547,0.5,3.0,1.4482680344289369e-05,pct_ribo,continuous
1314,-3.5064013,6.0787854,0.78,0.065759875,0.13134749,0.2,6.0,1.0401737160959e-07,cell_type,categorical
1315,-4.257135,-0.35667804,0.56,0.057609096,0.08797234,0.3333333333333333,4.0,0.0004155932359074613,cell_type,categorical
1316,-3.5489833,1.2234498,0.47,0.06469612,0.08678008,0.5,2.0,3.62165420531696e-05,Inflammation_Response,continuous
1317,2.4429746,4.539366,0.27,0.17429993,0.14408845,1.0,2.0,2.2699671688203712e-05,cell_type,categorical
1318,-7.163468,-0.23420672,0.98,0.0021116545,0.017102003,0.3333333333333333,4.0,2.267155701262836e-07,pct_mito,continuous
1319,-6.0227785,-0.084057845,0.79,0.029531172,0.07764572,0.25,5.0,7.125608678052065e-05,cell_type,categorical
1320,7.0147142,-2.1497314,0.29,0.26241273,0.27331644,0.3333333333333333,4.0,1.8707799727577486e-12,Inflammation_Response,continuous
1321,-3.7508688,0.07669546,0.51,0.06477156,0.09397223,1.0,2.0,8.723586568956204e-06,cell_type,categorical
1322,8.799845,2.6755056,0.04,0.2714855,0.12454379,1.0,1.0,0.0003524323798665113,pct_ribo,continuous
1323,-2.159774,2.3381546,0.4,0.09572428,0.12146256,1.0,1.0,0.0017731588015568271,cell_type,categorical
1324,17.840395,-6.213756,0.04,0.4007222,0.25106475,1.0,2.0,4.637432933204793e-10,cell_type,categorical
1325,-2.9312875,-1.0403666,0.45,0.07657963,0.09612229,1.0,2.0,2.279207149993867e-06,pct_ribo,continuous
1326,-1.8310205,-0.8656953,0.4,0.09908996,0.11941301,1.0,2.0,0.0046445150250606455,Inflammation_Response,continuous
1327,7.3050294,2.2719746,0.06,0.2393247,0.13339467,1.0,2.0,1.1294774832124447e-06,cell_type,categorical
1328,-1.6239522,3.6854794,0.48,0.09908145,0.12718676,1.0,2.0,3.790411308498028e-07,cell_type,categorical
1329,-1.2814276,2.673481,0.27,0.1039444,0.09254755,1.0,2.0,4.5083672470244787e-07,cell_type,categorical
1330,-3.0095654,-1.1397108,0.51,0.07761841,0.12013709,0.3333333333333333,4.0,6.201693561886374e-05,cell_type,categorical
1331,-3.4050405,0.66327953,0.58,0.083657324,0.13988301,0.16666666666666666,7.0,2.8167178273562552e-08,cell_type,categorical
1332,-4.892304,-1.4231666,0.69,0.039646853,0.07325268,0.5,2.0,4.2598397870952396e-07,cell_type,categorical
1333,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
1334,-3.7039616,-2.3460143,0.47,0.05545576,0.075557515,1.0,1.0,0.0023286805824106437,cell_type,categorical
1335,-3.8058758,0.8107601,0.54,0.05819924,0.08946235,0.3333333333333333,4.0,1.5203532329007343e-05,cell_type,categorical
1336,14.649435,-0.52450156,0.17,0.3513472,0.22990772,1.0,1.0,7.227972620673265e-09,cell_type,categorical
1337,8.1150875,-0.18520689,0.07,0.24677533,0.13475963,0.3333333333333333,4.0,5.4728871248118625e-06,cell_type,categorical
1338,2.6718907,-5.813986,0.26,0.16177122,0.15980724,1.0,2.0,1.3932201111922757e-06,pct_ribo,continuous
1339,12.743373,-3.4254196,0.01,0.32990184,0.17451806,0.5,3.0,0.00021446786888847832,cell_type,categorical
1340,5.5031714,8.530959,0.29,0.22601695,0.20992029,1.0,2.0,6.28378704493939e-07,cell_type,categorical
1341,5.2914414,-3.2304277,0.39,0.22845614,0.2580641,0.3333333333333333,4.0,1.0416356994322796e-11,Inflammation_Response,continuous
1342,-0.11319697,-0.074523635,0.27,0.12020884,0.12246659,0.0,,,None,
1343,-5.4415793,-0.8655651,0.55,0.032489136,0.051402155,0.2,6.0,0.00012641900752023016,cell_type,categorical
1344,2.7636645,5.072011,0.19,0.16462688,0.14390741,0.25,5.0,3.375300655109854e-07,cell_type,categorical
1345,-6.578581,-0.21829198,0.87,0.0151119875,0.05493796,0.125,9.0,3.9617105664436893e-07,Hypoxia,continuous
1346,-0.06889419,-1.5746657,0.18,0.12000002,0.0964149,1.0,1.0,0.035626351288852144,cell_type,categorical
1347,-0.89493996,2.0865662,0.37,0.117196605,0.13030453,1.0,2.0,3.0050583148900684e-07,cell_type,categorical
1348,-0.8299708,6.5717363,0.48,0.110353366,0.14929292,0.25,5.0,1.898820320342694e-12,Inflammation_Response,continuous
1349,-3.1091328,5.715036,0.59,0.07368007,0.12430175,0.2,6.0,2.214886987336526e-07,Inflammation_Response,continuous
1350,7.7191358,6.608461,0.04,0.24706638,0.17649437,0.5,3.0,2.8366652076191453e-09,cell_type,categorical
1351,0.30740255,-0.93188816,0.24,0.13150683,0.11794597,1.0,1.0,1.4275126292791693e-05,cell_type,categorical
1352,-2.8066692,-2.5621474,0.46,0.07337758,0.09515882,1.0,2.0,2.140774644117409e-05,cell_type,categorical
1353,3.0051658,1.6737602,0.16,0.17476565,0.13900268,1.0,1.0,0.0003718338949754702,cell_type,categorical
1354,14.014609,-5.798033,0.07,0.35433212,0.21565853,1.0,2.0,1.3374016828423e-05,pct_ribo,continuous
